city_id,country,state,city,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52
806,Morocco,Meknes-Tafilalet,Meknès,15,18,6,NA,3,NA,12,3,NA,3,15,3,NA,1350,825,198,975,546,132,75,1293,240,51,18,93,117,237,141,67527,3,42,NA,12,18,3,9,6,3,3,9,39,27,66,72,12,3,6,669,NA,75,9,63
933,Lao People's Democratic Republic,Vientiane Prefecture,Vientiane,2,2,NA,NA,NA,NA,5,1,NA,NA,6,NA,NA,NA,NA,33,NA,NA,14,12,173,NA,NA,NA,NA,NA,NA,NA,9956,NA,NA,NA,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,23,NA,1,NA,283,NA,NA,NA,NA
289,Mexico,Yucatan,Mérida,42,27,12,3,6,3,12,6,3,3,39,6,3,3132,1509,255,1755,993,165,60,1143,450,18,12,144,144,327,237,68436,3,111,75,6,15,12,6,15,6,6,48,81,21,132,99,18,12,6,2229,NA,120,12,114
1375,Peru,La Libertad,Trujillo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,South Africa,Eastern Cape,Port Elizabeth,8,5,2,NA,2,1,3,1,NA,NA,5,1,NA,649,424,69,472,337,48,31,337,88,6,7,41,27,84,61,19985,1,37,9,5,14,2,2,3,1,1,7,20,11,28,31,4,1,1,486,NA,25,2,27
184,Ukraine,Zaporiz'ka Oblast,Zaporozhye,3,2,1,NA,1,NA,2,NA,NA,NA,3,NA,NA,362,222,51,259,138,49,8,203,68,6,27,27,24,60,46,8141,NA,9,18,1,4,1,1,1,1,NA,3,19,3,38,16,3,NA,1,305,NA,9,2,10
39,Nigeria,Kwara,Ilorin,1,1,1,NA,1,NA,2,1,1,NA,2,NA,NA,270,329,6,224,184,98,13,144,47,1,1,7,8,11,55,3266,NA,4,4,1,6,1,2,1,NA,NA,1,47,3,9,16,2,NA,NA,261,NA,39,NA,13
2294,China,Hubei,Huangshi,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,NA,NA,NA,18,435,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,4,29,NA,NA,NA,NA,NA,NA,NA,170,NA,16,NA,NA
30,Pakistan,Balochistan,Quetta,1,1,NA,NA,NA,NA,2,NA,NA,1,25,NA,NA,213,75,16,63,NA,10,8,73,16,1,2,14,14,18,15,5442,NA,8,3,1,2,1,NA,NA,NA,NA,2,16,2,16,11,8,NA,3,NA,NA,6,1,17
1473,Morocco,Oriental,Nador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2594,Dominican Republic,Santiago Province,Santiago De Los Caballeros,6,7,2,1,2,1,4,2,1,2,19,1,NA,651,401,78,361,202,34,18,467,88,6,3,41,41,77,52,17160,1,49,9,5,10,5,2,4,2,2,13,16,9,22,40,4,2,2,477,NA,37,3,32
2713,Poland,Lesser Poland,Kraków,14,11,4,1,4,2,4,1,1,1,9,2,1,1959,1460,349,1400,919,168,16,537,162,14,14,62,35,100,121,43241,1,42,16,10,14,6,4,3,2,3,25,25,18,111,62,11,5,5,709,NA,35,6,48
2116,China,Shandong,Dongying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2182,India,Kerala,Thiruvananthapuram,2,2,1,NA,NA,NA,2,2,NA,1,3,1,NA,243,147,39,171,95,31,19,385,147,3,4,25,18,28,24,11500,NA,11,NA,NA,1,4,1,1,1,NA,2,8,3,20,17,4,1,2,457,NA,19,2,6
646,South Africa,Gauteng,Johannesburg,36,20,8,4,8,4,24,4,4,4,24,4,NA,3324,2844,488,2856,1676,432,148,1228,388,28,24,184,172,368,300,99228,4,220,44,20,52,8,8,16,4,4,28,112,56,216,152,20,4,8,2228,NA,144,12,116
600,United Kingdom Of Great Britain And Northern Ireland,Yorkshire And The Humber,Leeds,16,9,5,1,4,4,4,2,NA,2,10,3,2,3808,3153,294,3030,1678,839,31,410,83,7,20,91,37,102,122,25084,2,98,16,5,12,7,1,3,2,1,17,41,18,116,82,12,4,6,472,NA,44,14,117
1412,Ukraine,Lviv Oblast,Lvov,12,9,3,NA,3,3,9,NA,NA,NA,9,NA,NA,1686,1134,171,1287,1020,246,15,825,174,18,9,99,84,231,252,48963,3,30,12,6,9,3,3,3,NA,3,9,24,21,45,48,6,3,3,1080,NA,84,3,24
1093,Saudi Arabia,Eastern Province,Dammam,27,24,15,3,6,3,15,3,3,NA,NA,6,NA,2841,2019,468,3480,1785,216,150,885,456,27,30,165,207,450,324,73668,NA,138,24,6,36,18,12,12,6,6,18,72,96,225,135,NA,12,NA,1473,NA,261,18,87
1552,Argentina,Buenos Aires Province,La Plata,21,11,4,1,4,2,4,1,NA,1,4,2,1,1761,360,50,388,430,39,18,272,186,9,2,100,19,83,77,16550,1,20,NA,13,35,1,2,5,1,3,7,28,12,50,48,6,3,4,1211,NA,34,1,18
1835,Latvia,Riga,Riga,31,34,22,5,15,14,24,7,2,5,41,10,2,4338,2770,1171,2843,1968,1216,114,2189,702,55,55,331,240,498,579,169331,5,188,48,31,57,20,20,25,10,9,82,110,68,378,395,42,17,19,1100,NA,236,30,232
2335,Indonesia,East Kalimantan,Samarinda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,Mexico,Tamaulipas,San Luis Potosí,39,24,12,3,6,3,15,6,3,3,39,3,3,2112,1431,150,2073,1116,105,69,1137,378,24,12,174,126,273,207,72453,3,99,12,15,39,6,9,9,6,6,39,39,24,111,111,18,15,3,2091,NA,141,9,75
276,Mexico,Aguascalientes,Aguascalientes,14,10,4,1,2,1,4,2,1,1,12,1,1,695,393,24,432,266,22,19,406,90,4,4,46,29,96,59,19457,1,34,3,3,7,3,2,2,1,1,20,12,9,38,30,6,3,2,572,NA,34,3,19
1249,Greece,Attica,Athens,84,36,20,8,24,8,32,8,4,4,68,8,4,5612,3700,784,3592,2400,640,116,1808,528,44,40,428,128,452,408,122760,8,132,56,24,36,24,16,20,12,12,64,188,84,272,308,44,20,24,2728,NA,212,20,216
1445,Russian Federation,Samara Oblast,Tolyatti,3,2,1,NA,NA,1,2,NA,NA,NA,4,1,NA,NA,326,NA,257,166,47,4,311,60,3,7,63,31,42,58,12161,NA,10,NA,2,5,3,1,1,NA,NA,4,16,NA,NA,43,4,1,1,741,NA,61,1,12
74,Korea (Republic Of),Gyeonggi-Do,Ansan,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2793,Mexico,Sonora,Hermosillo,22,10,3,1,3,2,4,2,1,2,21,2,2,1041,496,78,643,337,50,21,378,137,7,5,51,32,99,82,17575,1,24,19,6,16,4,4,5,2,2,18,13,7,47,50,8,6,2,850,NA,55,6,40
1135,Japan,Shizuoka Prefecture,Shizuoka,9,5,3,1,1,4,5,4,4,2,17,1,1,1020,510,20,544,340,20,32,NA,NA,4,NA,68,27,54,54,23822,1,73,25,4,NA,6,6,NA,NA,1,21,21,17,NA,29,6,4,3,NA,NA,36,4,NA
1726,Mexico,Coahuila,Saltillo,45,24,9,3,6,3,12,6,3,3,39,3,3,2229,1215,228,1809,900,138,66,1080,297,18,9,147,108,261,162,58125,3,126,18,15,54,9,6,9,3,3,27,99,21,117,147,18,9,6,1554,NA,159,9,99
2006,Brazil,State Of São Paulo,Santo André,6,6,2,NA,2,1,5,1,1,1,8,1,NA,718,492,119,554,365,133,15,335,88,6,3,66,34,120,71,21740,1,46,9,5,13,5,2,3,1,1,13,28,12,61,43,6,3,3,730,NA,28,1,49
1859,Japan,Kanagawa Prefecture,Sagamihara,21,15,9,3,3,21,18,21,12,3,24,3,3,2040,1737,510,1620,915,252,60,999,309,15,84,102,51,162,243,53478,NA,213,66,18,24,15,9,6,3,6,39,102,81,204,204,18,9,15,918,NA,264,6,102
1714,Spain,Andalusia,Seville,88,40,16,4,12,8,36,8,4,4,32,8,4,5924,3596,508,3516,2344,372,112,1640,456,36,44,284,144,312,392,128528,4,128,56,20,36,16,8,8,4,8,64,116,68,260,200,44,12,16,2372,NA,236,24,296
2759,Thailand,Khon Kaen,Khon Kaen,2,6,NA,NA,NA,NA,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2175,Tunisia,Tunis,Tunis,5,2,2,NA,1,NA,6,1,NA,1,8,1,NA,518,250,58,486,138,33,14,329,116,5,6,44,29,114,65,23615,NA,15,6,1,5,2,3,3,1,1,4,19,9,22,16,3,1,1,650,NA,36,2,20
466,Russian Federation,Dagestan Republic,Makhachkala,5,3,1,NA,1,1,2,NA,NA,NA,3,1,NA,430,636,22,230,165,15,7,251,121,5,5,46,48,61,79,17510,NA,9,2,NA,1,NA,NA,1,NA,1,3,12,4,12,28,3,1,NA,NA,NA,15,15,NA
1716,Germany,Hesse,Frankfurt Am Main,56,24,10,2,10,4,14,6,4,2,12,4,2,4884,3284,484,2784,2088,358,56,948,240,12,38,198,76,176,274,67034,2,128,58,18,28,8,4,6,2,4,52,106,62,226,198,28,8,10,1384,NA,120,16,212
1036,Japan,Okayama Prefecture,Okayama,5,3,2,1,1,NA,NA,2,NA,1,7,1,1,1020,466,NA,804,394,40,14,159,57,NA,NA,NA,NA,44,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,19,NA,49,5,3,3,NA,NA,59,NA,NA
844,Canada,Quebec,Quebec City,33,24,12,3,9,9,18,9,3,6,33,3,3,2748,2232,243,2067,1389,165,84,963,264,18,42,153,84,225,258,52785,3,180,57,15,69,12,9,9,6,3,48,102,54,249,174,24,9,15,1176,NA,105,24,225
368,Brazil,State Of São Paulo,Osasco,5,6,2,NA,1,1,5,1,1,1,6,1,NA,600,343,56,354,244,101,14,329,69,5,2,31,37,77,46,16940,1,43,9,3,10,2,2,2,1,NA,8,17,8,22,32,4,1,1,589,NA,18,1,24
2645,South Africa,Gauteng,Pretoria,5,3,2,NA,2,1,3,1,1,1,7,1,NA,640,502,104,705,585,95,30,270,89,7,4,39,31,75,91,16342,1,30,9,6,19,2,1,3,2,1,7,26,11,27,42,8,1,4,443,NA,25,2,29
909,Mexico,Baja California,Mexicali,23,10,3,1,2,1,4,2,1,1,16,1,2,1277,562,73,571,388,134,21,431,99,6,10,47,38,67,61,14249,1,52,13,3,14,5,2,3,1,1,8,13,8,55,46,8,5,2,514,NA,48,3,36
2747,China,Hebei,Xingtai,3,4,2,1,2,2,11,NA,NA,NA,13,1,1,264,209,NA,NA,NA,NA,8,579,48,2,3,30,33,62,55,23643,NA,6,NA,2,NA,NA,NA,3,NA,1,NA,NA,13,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
836,United States Of America,Michigan,Detroit,63,33,15,NA,15,9,18,12,6,6,36,9,6,7263,4623,621,3876,2757,471,216,885,447,45,108,171,114,306,309,96300,NA,195,42,36,18,21,15,21,9,3,69,132,72,453,216,48,15,12,1353,NA,126,27,282
1268,Italy,Sicily,Palermo,42,30,12,3,9,3,18,6,3,3,21,6,3,2721,1818,351,1821,1173,300,69,1137,381,9,27,318,90,318,348,71976,6,153,36,27,27,15,9,9,6,3,45,93,48,216,153,21,6,12,1896,NA,171,15,231
2161,Russian Federation,Altai Krai,Barnaul,3,2,2,NA,1,1,5,1,NA,NA,6,1,NA,433,352,69,379,241,35,6,334,66,4,NA,45,34,66,59,17547,NA,11,4,6,5,7,2,2,1,1,3,14,6,19,24,3,1,1,NA,NA,23,1,12
612,Nigeria,Plateau,Jos,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,62,49,7,NA,NA,NA,5,22,8,NA,NA,1,1,3,3,1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2653,Brazil,State Of Pernambuco,Jaboatão Dos Guararapes,3,5,2,1,2,1,4,2,NA,1,7,1,NA,493,293,81,480,311,54,10,266,59,4,2,43,49,60,51,14178,1,34,NA,4,6,5,3,3,1,2,4,27,14,37,33,28,2,3,37,NA,18,1,22
1924,Philippines,Calabarzon,Antipolo,3,3,1,1,1,1,1,2,1,NA,8,1,NA,661,665,NA,NA,NA,24,41,370,123,2,NA,57,44,105,61,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,5,7,NA,14,NA,NA,NA,NA,NA,8,NA,12
916,Nigeria,Kaduna,Zaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,Mexico,Sinaloa,Culiacán,40,12,6,2,4,2,8,4,2,2,40,2,2,1486,650,100,862,532,66,40,792,270,10,12,104,68,180,140,31732,2,68,16,8,16,4,4,4,2,2,14,32,14,64,54,8,6,2,1066,NA,62,6,52
2680,United States Of America,Texas,El Paso,16,10,2,NA,3,2,4,3,1,5,16,2,3,1347,944,179,826,624,135,50,273,78,14,11,40,28,90,79,22613,NA,39,17,7,26,8,2,7,6,1,23,38,21,152,73,15,5,4,369,NA,40,7,63
2576,Nigeria,Borno,Maiduguri,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,98,29,NA,19,84,NA,NA,NA,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,Mexico,Guerrero,Acapulco,11,5,2,1,2,1,2,1,1,1,10,1,1,617,370,36,347,328,38,20,299,93,4,4,32,20,51,32,16404,1,20,14,4,5,2,2,3,1,1,11,17,7,24,29,4,4,1,600,NA,34,2,28
989,Canada,Manitoba,Winnipeg,64,40,16,4,11,12,23,12,4,9,58,7,4,6299,4223,632,3381,2589,331,221,936,471,30,72,153,114,358,267,76737,3,222,67,24,51,21,9,12,6,6,66,176,82,285,291,26,15,12,1681,NA,152,33,234
2577,Canada,Ontario,Hamilton,45,30,18,6,9,9,15,6,3,6,39,6,3,6249,4170,591,3450,3216,546,180,741,471,24,60,102,138,267,366,60411,3,234,51,27,33,15,9,12,6,3,63,117,78,633,240,21,9,12,1293,NA,105,33,138
1904,Japan,Kumamoto Prefecture,Kumamoto,4,4,3,1,1,4,12,5,2,1,14,1,2,932,415,108,1020,NA,34,40,515,101,3,17,27,31,49,51,NA,NA,60,9,6,6,1,2,3,1,1,13,27,22,27,40,5,5,3,408,NA,57,2,13
1103,Morocco,Rabat-Sale-Zemmour-Zaer,Rabat,24,21,12,3,6,3,12,3,NA,6,33,3,NA,3714,2070,165,2364,1098,219,66,1278,456,21,15,123,171,303,210,81447,3,60,12,12,36,18,9,12,3,6,15,90,36,135,156,18,12,15,2184,NA,144,12,81
2322,South Africa,Kwazulu-Natal,Durban,27,15,8,3,8,4,12,4,4,4,21,4,NA,2817,1950,378,2126,1354,168,146,810,294,28,18,132,129,279,234,71268,3,168,21,6,30,6,3,9,4,3,12,89,38,63,99,6,6,3,1068,NA,99,8,116
1153,Brazil,State Of São Paulo,Ribeirão Preto,6,7,2,NA,2,1,5,1,1,1,8,1,NA,620,379,163,596,333,73,14,355,109,5,3,60,52,86,70,17767,1,40,5,3,10,4,2,4,1,1,15,27,12,34,50,12,6,2,779,NA,25,1,63
942,Ukraine,Dnipropetrovsk Oblast,Kryvy Rig,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,44,NA,NA,NA,7,21,31,12695,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
1816,Brazil,State Of Minas Gerais,Uberlândia,15,18,3,NA,6,3,15,3,3,3,30,3,NA,2010,1104,273,915,792,231,60,1134,231,12,9,114,105,231,150,71913,3,120,21,3,21,9,6,9,3,3,30,45,27,72,108,12,6,3,1896,NA,78,3,180
1108,United States Of America,Tennessee,Memphis,28,18,6,NA,4,8,8,6,2,4,32,4,2,3270,1866,382,2086,1554,192,98,606,192,22,40,86,66,164,206,40420,NA,96,24,14,16,10,6,8,6,2,34,88,46,280,112,20,8,8,864,NA,64,14,262
2186,Mexico,State Of Mexico,Tlalnepantla,9,5,2,1,2,1,4,2,1,1,11,1,1,627,473,169,529,303,176,20,583,198,3,6,47,42,98,42,26489,1,52,12,7,12,9,2,3,2,1,26,16,10,44,40,21,6,2,1605,NA,42,4,NA
381,Thailand,Nakhon Ratchasima,Nakhon Ratchasima,NA,NA,NA,NA,NA,NA,NA,1,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2068,United States Of America,Washington,Seattle,100,52,32,4,28,20,40,20,8,12,76,12,16,16480,12700,1228,9524,7344,564,280,848,588,80,160,280,204,412,520,115992,4,460,76,36,140,32,28,32,24,8,132,268,124,1040,436,64,20,36,1888,NA,268,44,872
1378,Argentina,Buenos Aires Province,Mar Del Plata,38,14,4,3,3,2,6,1,1,1,6,2,NA,895,541,81,444,216,50,10,279,265,7,7,107,67,109,110,21912,1,66,6,9,3,2,13,1,2,2,9,21,8,27,39,8,3,5,148,NA,62,3,16
291,United States Of America,Colorado,Denver,40,24,10,NA,16,8,10,6,4,6,46,4,6,5990,4680,340,4372,3246,210,92,534,342,26,84,142,90,270,352,63400,NA,258,48,18,66,16,8,12,6,4,66,128,68,584,300,30,10,14,802,NA,152,22,306
435,Korea (Republic Of),Jeollabuk-Do,Jeonju,9,4,3,1,2,NA,NA,NA,NA,2,NA,2,NA,290,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,58,15849,1,18,NA,NA,NA,NA,NA,NA,2,NA,9,7,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA
484,Sri Lanka,Western Province,Colombo,5,7,3,1,2,1,9,6,1,2,15,1,NA,856,399,120,429,236,59,14,626,176,11,4,46,71,89,51,61189,1,14,NA,2,5,6,3,2,2,1,6,21,6,34,36,13,3,2,602,NA,29,14,21
1377,United States Of America,District Of Columbia,Washington,92,48,32,4,20,24,44,12,8,20,68,12,12,16760,11876,936,11924,7980,564,272,1788,532,52,160,288,292,508,616,118608,NA,552,88,32,56,40,16,16,20,8,172,244,124,1832,552,68,20,40,2096,NA,432,52,788
1006,United States Of America,Massachusetts,Boston,92,52,28,4,20,20,32,20,16,8,64,8,12,21152,14200,1628,12960,9752,640,276,1084,856,48,156,256,176,404,644,112608,NA,360,76,16,100,32,16,32,16,4,132,268,128,964,480,68,20,32,1988,NA,392,56,764
399,Russian Federation,Tyumen Oblast,Tyumen,12,9,3,NA,3,3,12,3,NA,NA,15,3,NA,1608,1167,129,1056,675,105,18,915,132,15,30,192,108,144,210,53070,NA,42,24,12,27,9,3,3,3,NA,12,48,21,171,120,12,3,6,NA,NA,120,3,57
602,India,Rajasthan,Bikaner,4,2,1,NA,NA,NA,1,1,NA,NA,7,NA,NA,226,102,21,141,NA,12,18,277,106,4,5,22,23,30,17,8875,NA,11,NA,NA,3,1,1,4,1,NA,NA,4,4,NA,28,2,1,1,464,NA,11,1,NA
2583,Brazil,State Of Minas Gerais,Contagem,9,15,3,NA,6,3,9,NA,NA,NA,24,3,NA,1155,789,288,840,633,291,36,990,267,9,9,123,144,153,138,52602,NA,129,18,6,21,9,6,6,3,NA,18,54,27,99,108,12,6,3,3384,NA,66,3,96
2773,India,Uttar Pradesh,Noida,19,8,7,NA,NA,NA,4,4,NA,4,36,NA,NA,1048,607,151,808,537,177,42,1603,506,11,14,107,119,152,107,37580,NA,52,NA,6,17,11,5,8,5,NA,8,50,19,61,68,24,4,7,464,NA,101,7,20
2491,Russian Federation,Ulyanovsk Oblast,Ulyanovsk,3,3,2,NA,1,1,3,1,NA,NA,6,1,NA,463,306,67,296,170,42,5,383,58,3,20,69,41,49,59,11911,NA,10,6,6,6,1,1,2,NA,NA,6,14,6,27,30,3,1,1,334,NA,40,1,10
216,Colombia,North Santander,Cúcuta,24,15,6,NA,6,NA,6,3,NA,NA,27,3,NA,1212,699,252,801,465,162,42,1128,249,15,18,165,87,276,204,41907,3,93,12,12,12,15,9,9,3,3,15,33,12,78,57,12,6,NA,1320,NA,87,3,84
2540,Brazil,State Of São Paulo,Sorocaba,15,18,3,NA,6,3,12,3,3,3,21,3,NA,1620,939,351,1461,930,351,42,984,369,15,9,135,117,210,174,65520,NA,138,30,15,21,15,6,12,3,NA,24,57,33,72,111,12,6,3,1365,NA,54,6,135
2306,United States Of America,Tennessee,Nashville,54,30,18,NA,12,9,15,9,6,15,48,9,6,10926,7014,447,6423,4311,417,189,879,399,39,84,138,174,321,384,93453,NA,195,78,27,72,21,15,15,12,3,102,171,93,543,249,42,21,21,1266,NA,273,24,336
1183,Russian Federation,Udmurt Republic,Izhevsk,4,4,1,NA,1,1,4,1,NA,NA,6,1,NA,418,243,48,252,146,37,5,195,60,6,4,46,22,66,103,15196,NA,16,3,5,13,3,1,2,NA,NA,3,13,6,29,36,3,1,1,579,NA,26,1,13
2052,Poland,Lower Silesian Voivodeship,Wrocław,17,9,4,1,4,4,6,1,1,1,14,2,1,1394,1484,400,1113,960,283,23,472,167,14,46,96,54,134,159,35936,1,36,9,8,15,6,5,3,3,3,24,33,19,108,49,9,4,3,762,NA,50,5,71
1627,India,Jharkhand,Jamshedpur,2,2,1,NA,NA,NA,3,1,NA,1,9,NA,NA,203,236,26,203,116,42,10,381,102,4,2,22,20,37,22,7773,NA,14,3,NA,8,4,1,2,NA,NA,4,6,3,17,13,4,1,1,1152,NA,8,1,5
640,Turkey,Eskişehir,Eskişehir,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,490,315,21,223,124,9,1,159,32,NA,2,17,17,18,11,7194,NA,6,NA,NA,NA,1,NA,NA,NA,1,NA,3,1,NA,7,1,1,1,72,NA,33,NA,2
2820,Indonesia,South Kalimantan,Banjarmasin,2,1,1,NA,1,NA,2,1,NA,2,24,1,NA,184,NA,18,NA,NA,10,24,491,122,4,3,15,15,39,49,24249,NA,30,NA,1,NA,1,1,2,NA,NA,2,9,7,NA,18,3,3,4,NA,NA,7,1,10
1886,Russian Federation,Primorsky Krai,Vladivostok,6,5,2,1,2,2,5,2,NA,1,12,1,NA,1095,672,88,557,439,37,9,260,95,10,12,53,35,62,67,17109,NA,15,8,6,13,3,2,2,1,1,8,15,8,66,52,4,2,3,438,NA,56,2,18
1086,Brazil,State Of Sergipe,Aracaju,10,12,4,2,4,2,6,2,2,2,14,2,NA,752,632,166,558,350,118,24,772,154,6,4,56,62,96,96,35514,2,70,16,8,18,8,4,8,2,NA,16,24,18,42,64,10,2,2,1364,NA,40,2,64
43,United States Of America,Maryland,Baltimore,51,33,12,3,15,12,18,12,3,9,48,6,6,6102,5379,639,5082,3600,435,177,717,318,33,60,117,120,336,279,83337,NA,300,63,21,63,21,9,12,9,6,75,165,75,870,264,48,15,18,1110,NA,204,33,369
1868,Spain,Aragon,Zaragoza,88,48,16,4,8,8,32,8,4,4,28,8,4,4000,2920,412,3060,2116,344,112,1760,424,20,44,312,124,376,364,115332,4,116,60,48,28,20,8,12,4,8,72,132,68,232,212,40,8,16,2168,NA,240,20,156
520,Norway,Oslo,Oslo,96,51,27,6,18,12,33,6,3,9,63,12,9,9279,6270,639,6000,4857,576,78,1452,498,21,96,306,129,327,495,127257,6,237,144,15,30,12,12,9,9,6,132,210,93,276,303,45,15,30,1845,NA,186,39,189
2549,Bolivia (Plurinational State Of),Cochabamba Department,Cochabamba,12,12,3,3,6,6,12,3,3,3,15,3,NA,1515,1185,144,1065,900,306,84,1299,540,18,18,201,210,201,222,27666,NA,87,111,30,78,15,12,12,6,6,15,27,24,63,54,12,9,6,951,NA,111,6,129
1355,Korea (Republic Of),Gyeonggi-Do,Anyang,7,4,3,1,3,5,9,6,4,1,34,2,2,1671,1089,147,871,435,108,21,181,58,3,14,61,49,53,145,29061,1,65,NA,1,2,9,5,4,1,1,10,16,19,217,59,8,3,2,675,NA,72,2,NA
282,Finland,Uusimaa,Helsinki,64,48,32,4,20,12,20,8,4,12,72,12,8,9708,6480,364,4764,4364,176,68,1592,504,32,160,396,188,448,548,120320,8,308,132,36,36,16,16,12,4,8,96,188,128,436,372,60,20,36,2180,NA,216,48,504
253,Brazil,State Of Bahia,Feira De Santana,5,6,1,1,2,1,4,1,NA,NA,4,1,NA,428,289,50,332,187,51,10,335,94,3,2,32,32,52,44,12132,1,35,18,3,5,1,1,2,NA,NA,5,15,7,47,22,3,1,1,688,NA,19,1,38
840,United States Of America,Oklahoma,Oklahoma City,57,33,15,3,12,12,24,9,6,12,54,6,3,4365,3297,894,2952,2013,426,165,801,270,54,105,144,153,354,309,85179,NA,129,60,15,120,18,12,15,9,3,66,156,69,480,243,42,18,18,1152,NA,165,27,285
1980,Italy,Liguria,Genoa,54,30,15,6,12,9,27,6,3,3,27,9,3,3984,2730,483,3798,2094,459,72,1113,426,12,42,246,147,339,474,84294,6,159,63,33,33,15,12,9,6,6,66,141,57,210,252,27,3,18,1680,NA,277,18,297
413,United States Of America,Kentucky,Louisville,64,40,16,NA,12,16,16,12,4,16,56,4,8,6284,5008,696,4516,3036,480,160,1140,596,48,88,208,152,300,508,83520,NA,180,88,20,56,28,12,20,12,4,80,148,112,776,348,44,16,24,1492,NA,136,32,448
1185,United States Of America,Oregon,Portland,96,57,32,4,32,19,38,19,9,36,111,14,14,11537,9625,1086,9527,7082,714,295,1425,591,64,199,304,273,569,890,159808,4,493,116,48,220,28,22,36,31,8,186,297,151,728,523,66,25,37,2860,NA,222,50,861
1985,Mexico,Coahuila,Torreón,11,8,2,1,1,1,3,2,1,1,11,1,NA,550,311,56,487,257,50,20,396,135,4,8,44,39,77,76,14482,1,28,5,5,9,3,2,3,1,1,7,12,6,30,36,4,3,1,596,NA,35,3,24
